NO.,Time,Value,Pressure
21,오후 6:53:26,0 N,0.0000MPa
20,오후 6:53:26,0 N,0.0000MPa
19,오후 6:53:26,0 N,0.0000MPa
18,오후 6:53:26,0 N,0.0000MPa
17,오후 6:53:25,40 N,40.0000MPa
16,오후 6:53:25,107 N,107.0000MPa
15,오후 6:53:25,131 N,131.0000MPa
14,오후 6:53:25,131 N,131.0000MPa
13,오후 6:53:25,132 N,132.0000MPa
12,오후 6:53:25,132 N,132.0000MPa
11,오후 6:53:24,132 N,132.0000MPa
10,오후 6:53:24,132 N,132.0000MPa
9,오후 6:53:24,133 N,133.0000MPa
8,오후 6:53:24,130 N,130.0000MPa
7,오후 6:53:24,104 N,104.0000MPa
6,오후 6:53:23,68 N,68.0000MPa
5,오후 6:53:23,45 N,45.0000MPa
4,오후 6:53:23,8 N,8.0000MPa
3,오후 6:53:23,0 N,0.0000MPa
2,오후 6:53:23,0 N,0.0000MPa
1,오후 6:53:22,0 N,0.0000MPa
0,오후 6:53:22,0 N,0.0000MPa
