NO.,Time,Value,Pressure
1725,오후 8:29:23,0 N,0.0000MPa
1724,오후 8:29:23,0 N,0.0000MPa
1723,오후 8:29:22,0 N,0.0000MPa
1722,오후 8:29:22,0 N,0.0000MPa
1721,오후 8:29:22,0 N,0.0000MPa
1720,오후 8:29:22,0 N,0.0000MPa
1719,오후 8:29:22,0 N,0.0000MPa
1718,오후 8:29:21,0 N,0.0000MPa
1717,오후 8:29:21,0 N,0.0000MPa
1716,오후 8:29:21,0 N,0.0000MPa
1715,오후 8:29:21,0 N,0.0000MPa
1714,오후 8:29:21,0 N,0.0000MPa
1713,오후 8:29:21,0 N,0.0000MPa
1712,오후 8:29:20,0 N,0.0000MPa
1711,오후 8:29:20,0 N,0.0000MPa
1710,오후 8:29:20,0 N,0.0000MPa
1709,오후 8:29:20,0 N,0.0000MPa
1708,오후 8:29:20,0 N,0.0000MPa
1707,오후 8:29:19,0 N,0.0000MPa
1706,오후 8:29:19,0 N,0.0000MPa
1705,오후 8:29:19,0 N,0.0000MPa
1704,오후 8:29:19,0 N,0.0000MPa
1703,오후 8:29:19,0 N,0.0000MPa
1702,오후 8:29:19,0 N,0.0000MPa
1701,오후 8:29:18,0 N,0.0000MPa
1700,오후 8:29:18,0 N,0.0000MPa
1699,오후 8:29:18,0 N,0.0000MPa
1698,오후 8:29:18,0 N,0.0000MPa
1697,오후 8:29:18,0 N,0.0000MPa
1696,오후 8:29:17,0 N,0.0000MPa
1695,오후 8:29:17,0 N,0.0000MPa
1694,오후 8:29:17,0 N,0.0000MPa
1693,오후 8:29:17,0 N,0.0000MPa
1692,오후 8:29:17,0 N,0.0000MPa
1691,오후 8:29:16,0 N,0.0000MPa
1690,오후 8:29:16,0 N,0.0000MPa
1689,오후 8:29:16,0 N,0.0000MPa
1688,오후 8:29:16,0 N,0.0000MPa
1687,오후 8:29:16,0 N,0.0000MPa
1686,오후 8:29:15,0 N,0.0000MPa
1685,오후 8:29:15,0 N,0.0000MPa
1684,오후 8:29:15,0 N,0.0000MPa
1683,오후 8:29:15,0 N,0.0000MPa
1682,오후 8:29:15,0 N,0.0000MPa
1681,오후 8:29:15,0 N,0.0000MPa
1680,오후 8:29:14,0 N,0.0000MPa
1679,오후 8:29:14,0 N,0.0000MPa
1678,오후 8:29:14,0 N,0.0000MPa
1677,오후 8:29:14,0 N,0.0000MPa
1676,오후 8:29:14,0 N,0.0000MPa
1675,오후 8:29:13,0 N,0.0000MPa
1674,오후 8:29:13,0 N,0.0000MPa
1673,오후 8:29:13,0 N,0.0000MPa
1672,오후 8:29:13,0 N,0.0000MPa
1671,오후 8:29:13,0 N,0.0000MPa
1670,오후 8:29:12,0 N,0.0000MPa
1669,오후 8:29:12,0 N,0.0000MPa
1668,오후 8:29:12,0 N,0.0000MPa
1667,오후 8:29:12,0 N,0.0000MPa
1666,오후 8:29:12,0 N,0.0000MPa
1665,오후 8:29:12,0 N,0.0000MPa
1664,오후 8:29:11,0 N,0.0000MPa
1663,오후 8:29:11,0 N,0.0000MPa
1662,오후 8:29:11,0 N,0.0000MPa
1661,오후 8:29:11,0 N,0.0000MPa
1660,오후 8:29:11,0 N,0.0000MPa
1659,오후 8:29:10,0 N,0.0000MPa
1658,오후 8:29:10,0 N,0.0000MPa
1657,오후 8:29:10,0 N,0.0000MPa
1656,오후 8:29:10,0 N,0.0000MPa
1655,오후 8:29:10,0 N,0.0000MPa
1654,오후 8:29:09,0 N,0.0000MPa
1653,오후 8:29:09,0 N,0.0000MPa
1652,오후 8:29:09,0 N,0.0000MPa
1651,오후 8:29:09,0 N,0.0000MPa
1650,오후 8:29:09,0 N,0.0000MPa
1649,오후 8:29:09,0 N,0.0000MPa
1648,오후 8:29:08,0 N,0.0000MPa
1647,오후 8:29:08,0 N,0.0000MPa
1646,오후 8:29:08,0 N,0.0000MPa
1645,오후 8:29:08,0 N,0.0000MPa
1644,오후 8:29:08,0 N,0.0000MPa
1643,오후 8:29:07,0 N,0.0000MPa
1642,오후 8:29:07,0 N,0.0000MPa
1641,오후 8:29:07,0 N,0.0000MPa
1640,오후 8:29:07,0 N,0.0000MPa
1639,오후 8:29:07,0 N,0.0000MPa
1638,오후 8:29:06,0 N,0.0000MPa
1637,오후 8:29:06,0 N,0.0000MPa
1636,오후 8:29:06,0 N,0.0000MPa
1635,오후 8:29:06,0 N,0.0000MPa
1634,오후 8:29:06,0 N,0.0000MPa
1633,오후 8:29:06,0 N,0.0000MPa
1632,오후 8:29:05,0 N,0.0000MPa
1631,오후 8:29:05,0 N,0.0000MPa
1630,오후 8:29:05,0 N,0.0000MPa
1629,오후 8:29:05,0 N,0.0000MPa
1628,오후 8:29:05,0 N,0.0000MPa
1627,오후 8:29:04,0 N,0.0000MPa
1626,오후 8:29:04,0 N,0.0000MPa
1625,오후 8:29:04,0 N,0.0000MPa
1624,오후 8:29:04,0 N,0.0000MPa
1623,오후 8:29:04,0 N,0.0000MPa
1622,오후 8:29:04,0 N,0.0000MPa
1621,오후 8:29:03,0 N,0.0000MPa
1620,오후 8:29:03,0 N,0.0000MPa
1619,오후 8:29:03,0 N,0.0000MPa
1618,오후 8:29:03,0 N,0.0000MPa
1617,오후 8:29:03,0 N,0.0000MPa
1616,오후 8:29:02,0 N,0.0000MPa
1615,오후 8:29:02,0 N,0.0000MPa
1614,오후 8:29:02,25 N,25.0000MPa
1613,오후 8:29:02,98 N,98.0000MPa
1612,오후 8:29:02,196 N,196.0000MPa
1611,오후 8:29:01,218 N,218.0000MPa
1610,오후 8:29:01,218 N,218.0000MPa
1609,오후 8:29:01,218 N,218.0000MPa
1608,오후 8:29:01,219 N,219.0000MPa
1607,오후 8:29:01,219 N,219.0000MPa
1606,오후 8:29:00,221 N,221.0000MPa
1605,오후 8:29:00,201 N,201.0000MPa
1604,오후 8:29:00,165 N,165.0000MPa
1603,오후 8:29:00,120 N,120.0000MPa
1602,오후 8:29:00,65 N,65.0000MPa
1601,오후 8:29:00,15 N,15.0000MPa
1600,오후 8:28:59,0 N,0.0000MPa
1599,오후 8:28:59,0 N,0.0000MPa
1598,오후 8:28:59,0 N,0.0000MPa
1597,오후 8:28:59,0 N,0.0000MPa
1596,오후 8:28:59,0 N,0.0000MPa
1595,오후 8:28:58,0 N,0.0000MPa
1594,오후 8:28:58,0 N,0.0000MPa
1593,오후 8:28:58,0 N,0.0000MPa
1592,오후 8:28:58,0 N,0.0000MPa
1591,오후 8:28:58,0 N,0.0000MPa
1590,오후 8:28:57,0 N,0.0000MPa
1589,오후 8:28:57,0 N,0.0000MPa
1588,오후 8:28:57,0 N,0.0000MPa
1587,오후 8:28:57,0 N,0.0000MPa
1586,오후 8:28:57,0 N,0.0000MPa
1585,오후 8:28:57,0 N,0.0000MPa
1584,오후 8:28:56,0 N,0.0000MPa
1583,오후 8:28:56,0 N,0.0000MPa
1582,오후 8:28:56,0 N,0.0000MPa
1581,오후 8:28:56,0 N,0.0000MPa
1580,오후 8:28:56,0 N,0.0000MPa
1579,오후 8:28:55,0 N,0.0000MPa
1578,오후 8:28:55,0 N,0.0000MPa
1577,오후 8:28:55,0 N,0.0000MPa
1576,오후 8:28:55,0 N,0.0000MPa
1575,오후 8:28:55,0 N,0.0000MPa
1574,오후 8:28:54,0 N,0.0000MPa
1573,오후 8:28:54,0 N,0.0000MPa
1572,오후 8:28:54,0 N,0.0000MPa
1571,오후 8:28:54,0 N,0.0000MPa
1570,오후 8:28:54,0 N,0.0000MPa
1569,오후 8:28:53,0 N,0.0000MPa
1568,오후 8:28:53,0 N,0.0000MPa
1567,오후 8:28:53,0 N,0.0000MPa
1566,오후 8:28:53,0 N,0.0000MPa
1565,오후 8:28:53,0 N,0.0000MPa
1564,오후 8:28:53,0 N,0.0000MPa
1563,오후 8:28:52,0 N,0.0000MPa
1562,오후 8:28:52,0 N,0.0000MPa
1561,오후 8:28:52,0 N,0.0000MPa
